model,scale,term,estimate,se,p,lower,upper,N,clusters
G2_income,coefficient,exercise:1b.health3,0,0,,0,0,15165,23
G2_income,coefficient,exercise:2.health3,-.0850525609948556,.093276888,.36185879,-.26787189,.097766779,15165,23
G2_income,coefficient,exercise:3.health3,-.0074233814298486,.064409964,.90824533,-.13366459,.11881784,15165,23
G2_income,coefficient,exercise:0b.sportsArea,0,0,,0,0,15165,23
G2_income,coefficient,exercise:1.sportsArea,.4031036139717211,.09082485,9.0692174e-06,.22509018,.58111703,15165,23
G2_income,coefficient,exercise:13b.provcd,0,0,,0,0,15165,23
G2_income,coefficient,exercise:14.provcd,.1000442827469979,.043332025,.020955579,.015115072,.18497349,15165,23
G2_income,coefficient,exercise:21.provcd,.0076404129309335,.18645959,.96731484,-.35781366,.3730945,15165,23
G2_income,coefficient,exercise:22.provcd,-.3775657375838135,.19544576,.053381909,-.7606324,.0055009131,15165,23
G2_income,coefficient,exercise:23.provcd,.3578466924830365,.11733165,.0022893772,.12788089,.58781248,15165,23
G2_income,coefficient,exercise:31.provcd,.3569332206755889,.21799779,.1015626,-.070334606,.78420103,15165,23
G2_income,coefficient,exercise:32.provcd,.4131162799883624,.15959072,.0096367449,.10032421,.72590834,15165,23
G2_income,coefficient,exercise:33.provcd,-.5711546997199388,.20639011,.0056513185,-.97567189,-.16663751,15165,23
G2_income,coefficient,exercise:34.provcd,-.6483957516409202,.19447887,.00085601583,-1.0295674,-.26722416,15165,23
G2_income,coefficient,exercise:35.provcd,-.5190836676743927,.19607954,.0081134522,-.90339249,-.13477483,15165,23
G2_income,coefficient,exercise:36.provcd,-1.058418925412083,.19565462,6.3155305e-08,-1.4418949,-.67494291,15165,23
G2_income,coefficient,exercise:37.provcd,-.520219095512825,.033583365,0,-.58604127,-.4543969,15165,23
G2_income,coefficient,exercise:41.provcd,.2976744939865607,.041239131,5.2659602e-13,.21684729,.37850171,15165,23
G2_income,coefficient,exercise:42.provcd,-.4703987438439166,.13333386,.00041874914,-.73172832,-.20906918,15165,23
G2_income,coefficient,exercise:43.provcd,-.8007096903317056,.19930939,.000058838599,-1.1913489,-.41007048,15165,23
G2_income,coefficient,exercise:44.provcd,-.4019547241394764,.19320208,.037480738,-.78062385,-.023285609,15165,23
G2_income,coefficient,exercise:45.provcd,-.9683377720368809,.19774717,9.7386283e-07,-1.3559151,-.58076042,15165,23
G2_income,coefficient,exercise:50.provcd,-.1436789577736306,.11000753,.19152437,-.35928977,.071931846,15165,23
G2_income,coefficient,exercise:51.provcd,-.1950710983149756,.13881427,.15994194,-.46714208,.07699988,15165,23
G2_income,coefficient,exercise:52.provcd,-.798379358713931,.19210279,.000032386662,-1.1748939,-.42186481,15165,23
G2_income,coefficient,exercise:53.provcd,-1.145595577088654,.16134579,1.2453085e-12,-1.4618275,-.82936364,15165,23
G2_income,coefficient,exercise:61.provcd,-.1839536425829192,.034546282,1.0103854e-07,-.25166312,-.11624417,15165,23
G2_income,coefficient,exercise:62.provcd,-.3194607446181674,.039363749,4.8336105e-16,-.39661229,-.24230921,15165,23
G2_income,coefficient,exercise:2010b.year,0,0,,0,0,15165,23
G2_income,coefficient,exercise:2014.year,1.038675370247464,.17857252,6.0075771e-09,.6886797,1.388671,15165,23
G2_income,coefficient,exercise:_cons,-2.735741665604593,.25818354,3.1062588e-26,-3.2417722,-2.2297113,15165,23
G2_income,coefficient,/var(_cons[cid_wave]),.6214597073915967,.056866243,8.4278858e-28,.51000392,.73291552,15165,23
G2_income,AME_observed,edu:0bn.inc_high,.0439803456306595,.0088745989,7.2049636e-07,.026586451,.06137424,15165,23
G2_income,AME_observed,edu:1.inc_high,.0451422799491883,.0031368462,0,.038994174,.051290385,15165,23
G2_income,AME_difference,High_minus_Low,.0011619343185289,.0075509027,.8777042,-.013637562,.015961431,15165,23
G2_split0,coefficient,exercise:edu,.2686877985864374,.067163333,.000063205232,.13705009,.40032551,7571,22
G2_split0,coefficient,exercise:0b.plants,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:1.plants,.0592508821850437,.24540806,.80921549,-.42174008,.54024184,7571,22
G2_split0,coefficient,exercise:age_c,-.0011177402056151,.0063146823,.85950321,-.01349429,.01125881,7571,22
G2_split0,coefficient,exercise:age_c2,.0006348677299623,.00018012461,.00042411816,.00028182997,.00098790554,7571,22
G2_split0,coefficient,exercise:0b.gender,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:1.gender,.2560344870950656,.089430079,.0041970718,.080754757,.43131423,7571,22
G2_split0,coefficient,exercise:0b.marriage,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:1.marriage,-.4095634328946614,.10171051,.000056551657,-.60891241,-.21021448,7571,22
G2_split0,coefficient,exercise:ln_income,.0577518264700518,.01818794,.0014969129,.02210412,.093399532,7571,22
G2_split0,coefficient,exercise:1b.health3,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:2.health3,-.1010251094351127,.12398718,.41518515,-.34403551,.1419853,7571,22
G2_split0,coefficient,exercise:3.health3,-.0551560519709597,.092531875,.55112427,-.23651519,.12620309,7571,22
G2_split0,coefficient,exercise:0b.sportsArea,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:1.sportsArea,.3654627789840435,.1102462,.00091653119,.1493842,.58154136,7571,22
G2_split0,coefficient,exercise:13b.provcd,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:14.provcd,.4254578279708855,.052811243,7.8703993e-16,.32194969,.52896595,7571,22
G2_split0,coefficient,exercise:21.provcd,.111539708169357,.19669229,.57066172,-.2739701,.49704951,7571,22
G2_split0,coefficient,exercise:22.provcd,-.0061596258373759,.20542674,.9760794,-.40878865,.39646938,7571,22
G2_split0,coefficient,exercise:23.provcd,.0943293154615735,.12199207,.43937954,-.14477074,.33342937,7571,22
G2_split0,coefficient,exercise:31o.provcd,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:32.provcd,1.595326512016341,.18890598,3.0383284e-17,1.2250776,1.9655755,7571,22
G2_split0,coefficient,exercise:33.provcd,-.1425587321585937,.22224346,.52122843,-.57814789,.29303044,7571,22
G2_split0,coefficient,exercise:34.provcd,-.6337879340729,.19798467,.0013685793,-1.0218308,-.24574511,7571,22
G2_split0,coefficient,exercise:35.provcd,-.7489947970800717,.20546305,.00026697735,-1.151695,-.34629461,7571,22
G2_split0,coefficient,exercise:36.provcd,-1.18105156052861,.20100327,4.2085007e-09,-1.5750108,-.78709239,7571,22
G2_split0,coefficient,exercise:37.provcd,-.2691738830636244,.044312932,1.2446251e-09,-.35602564,-.18232213,7571,22
G2_split0,coefficient,exercise:41.provcd,.3066864426975653,.056488365,5.6608275e-08,.19597128,.41740161,7571,22
G2_split0,coefficient,exercise:42.provcd,-.3075472909349197,.11835807,.0093646217,-.53952485,-.075569741,7571,22
G2_split0,coefficient,exercise:43.provcd,-.4246287659396193,.20075831,.034419354,-.81810778,-.031149723,7571,22
G2_split0,coefficient,exercise:44.provcd,-.1058997072362171,.20077789,.59788316,-.49941713,.28761771,7571,22
G2_split0,coefficient,exercise:45.provcd,-.5694066607511904,.20710215,.0059704469,-.97531939,-.1634939,7571,22
G2_split0,coefficient,exercise:50.provcd,.1367431806111107,.083422035,.10117716,-.026761008,.30024737,7571,22
G2_split0,coefficient,exercise:51.provcd,.0787287401894679,.13841155,.56949067,-.19255291,.3500104,7571,22
G2_split0,coefficient,exercise:52.provcd,-.5449726258830762,.19729324,.0057405047,-.93166023,-.15828499,7571,22
G2_split0,coefficient,exercise:53.provcd,-.880030638640988,.17428619,4.4333339e-07,-1.2216253,-.538436,7571,22
G2_split0,coefficient,exercise:61.provcd,-.1035598343945718,.050371591,.039790466,-.20228633,-.0048333318,7571,22
G2_split0,coefficient,exercise:62.provcd,-.3632311982538625,.055143863,4.4888104e-11,-.47131118,-.25515121,7571,22
G2_split0,coefficient,exercise:2010b.year,0,0,,0,0,7571,22
G2_split0,coefficient,exercise:2014.year,1.177224853563907,.19590974,1.8665192e-09,.79324883,1.5612009,7571,22
G2_split0,coefficient,exercise:_cons,-2.928938931625478,.239173,1.7624760e-34,-3.3977094,-2.4601686,7571,22
G2_split0,coefficient,/var(_cons[cid_wave]),.7485688904729646,.12746212,4.2830584e-09,.49874774,.99839008,7571,22
G2_split0,AME_fixed,edu,.0375925802893246,.00912733,.000038104336,.019703344,.055481818,7571,22
G2_split0,AME_fixed,0b.plants,0,,,,,7571,22
G2_split0,AME_fixed,1.plants,.0082552661484366,.034083266,.80861837,-.058546707,.075057238,7571,22
G2_split1,coefficient,exercise:edu,.4595981671928507,.024288131,0,.41199431,.50720203,7592,23
G2_split1,coefficient,exercise:0b.plants,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:1.plants,-.4499657826124068,.25659919,.079503447,-.95289093,.052959383,7592,23
G2_split1,coefficient,exercise:age_c,.0095519423066215,.0057182224,.094832525,-.0016555678,.020759452,7592,23
G2_split1,coefficient,exercise:age_c2,.0011019205559877,.00018524061,2.7046143e-09,.00073885563,.0014649855,7592,23
G2_split1,coefficient,exercise:0b.gender,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:1.gender,.380209838283077,.10678962,.00037034217,.17090602,.58951366,7592,23
G2_split1,coefficient,exercise:0b.marriage,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:1.marriage,-.4074529702791747,.097141281,.000027355036,-.59784639,-.21705955,7592,23
G2_split1,coefficient,exercise:ln_income,-.0199435054886555,.029246198,.49529088,-.077265002,.037377987,7592,23
G2_split1,coefficient,exercise:1b.health3,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:2.health3,-.0643621949888475,.081621014,.43037546,-.22433645,.095612049,7592,23
G2_split1,coefficient,exercise:3.health3,.2330735612690017,.14694789,.11271738,-.054939013,.52108616,7592,23
G2_split1,coefficient,exercise:0b.sportsArea,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:1.sportsArea,.3942421615751193,.11505372,.00061120646,.16874102,.61974329,7592,23
G2_split1,coefficient,exercise:13b.provcd,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:14.provcd,-.4383518093898464,.057438355,2.3169307e-14,-.55092889,-.3257747,7592,23
G2_split1,coefficient,exercise:21.provcd,-.4230225251056312,.23656061,.073740453,-.88667279,.040627759,7592,23
G2_split1,coefficient,exercise:22.provcd,-.7152877531107358,.2467007,.0037385949,-1.1988122,-.23176326,7592,23
G2_split1,coefficient,exercise:23.provcd,.3335822176408773,.14266774,.019378148,.053958576,.61320585,7592,23
G2_split1,coefficient,exercise:31.provcd,.1410406801336345,.22108285,.52350366,-.29227373,.57435513,7592,23
G2_split1,coefficient,exercise:32.provcd,-.207267100306987,.1764147,.24004048,-.55303359,.13849936,7592,23
G2_split1,coefficient,exercise:33.provcd,-.912170275608435,.22670814,.000057328762,-1.35651,-.46783048,7592,23
G2_split1,coefficient,exercise:34.provcd,-1.022002785226494,.22824724,7.5482290e-06,-1.4693592,-.57464641,7592,23
G2_split1,coefficient,exercise:35.provcd,-.4654779872557962,.23545893,.048053302,-.92696899,-.0039869742,7592,23
G2_split1,coefficient,exercise:36.provcd,-1.054869226755115,.2388345,.000010020191,-1.5229763,-.58676219,7592,23
G2_split1,coefficient,exercise:37.provcd,-.6968710737329414,.030141102,0,-.75594658,-.63779563,7592,23
G2_split1,coefficient,exercise:41.provcd,.2208882268330831,.027281808,5.6544669e-16,.16741687,.27435958,7592,23
G2_split1,coefficient,exercise:42.provcd,-.6368810691976953,.18634979,.00063160912,-1.0021199,-.27164218,7592,23
G2_split1,coefficient,exercise:43.provcd,-1.238582045625494,.23136315,8.6311374e-08,-1.6920455,-.78511864,7592,23
G2_split1,coefficient,exercise:44.provcd,-.8273465515934871,.23509333,.00043280766,-1.288121,-.36657211,7592,23
G2_split1,coefficient,exercise:45.provcd,-1.372418730443909,.24134731,1.2967815e-08,-1.8454508,-.8993867,7592,23
G2_split1,coefficient,exercise:50.provcd,-.734736488211407,.1865301,.000081832164,-1.1003288,-.3691442,7592,23
G2_split1,coefficient,exercise:51.provcd,-.5567475553591319,.18697901,.0029052061,-.92321968,-.19027543,7592,23
G2_split1,coefficient,exercise:52.provcd,-1.296225434639689,.23421107,3.1223731e-08,-1.7552707,-.83718014,7592,23
G2_split1,coefficient,exercise:53.provcd,-1.377579262763701,.19054107,4.8360464e-13,-1.7510329,-1.0041256,7592,23
G2_split1,coefficient,exercise:61.provcd,.1264136854969143,.037576083,.00076764199,.052765917,.20006146,7592,23
G2_split1,coefficient,exercise:62.provcd,-.2611155945782928,.029660078,1.3249054e-18,-.31924829,-.20298292,7592,23
G2_split1,coefficient,exercise:2010b.year,0,0,,0,0,7592,23
G2_split1,coefficient,exercise:2014.year,.9138024263527202,.1984635,4.1368603e-06,.5248211,1.3027837,7592,23
G2_split1,coefficient,exercise:_cons,-2.610709375273399,.45404899,8.9327532e-09,-3.5006289,-1.7207897,7592,23
G2_split1,coefficient,/var(_cons[cid_wave]),.5067723429269337,.044230111,2.1532222e-30,.42008293,.59346175,7592,23
G2_split1,AME_fixed,edu,.0516351084061091,.002922164,0,.045907773,.057362445,7592,23
G2_split1,AME_fixed,0b.plants,0,,,,,7592,23
G2_split1,AME_fixed,1.plants,-.0522805569345176,.030442312,.085912526,-.11194639,.0073852772,7592,23
H3_interaction,coefficient,exercise:edu_c,.3319413753634342,.060205977,3.5190901e-08,.21393983,.44994292,15165,23
H3_interaction,coefficient,exercise:rice10,-.05492861848182,.020346642,.0069414433,-.094807304,-.015049933,15165,23
H3_interaction,coefficient,exercise:c.edu_c#c.rice10,.0086193568156076,.015584648,.58021742,-.021925991,.039164703,15165,23
H3_interaction,coefficient,exercise:0b.plants,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:1.plants,.0446324931878688,.17439945,.79801178,-.29718414,.38644913,15165,23
H3_interaction,coefficient,exercise:age_c,.005868970677204,.0057487455,.30729553,-.0053983638,.017136306,15165,23
H3_interaction,coefficient,exercise:age_c2,.0007876617680334,.00011178024,1.8344696e-12,.00056857651,.001006747,15165,23
H3_interaction,coefficient,exercise:0b.gender,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:1.gender,.2555724179356278,.084998868,.0026403568,.088977695,.42216715,15165,23
H3_interaction,coefficient,exercise:0b.marriage,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:1.marriage,-.3525365264679215,.033508066,6.9175977e-26,-.41821113,-.28686193,15165,23
H3_interaction,coefficient,exercise:ln_income,.0012941982059774,.0065242541,.84275776,-.011493105,.014081501,15165,23
H3_interaction,coefficient,exercise:1b.health3,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:2.health3,-.1026500728726883,.10580374,.33195019,-.31002158,.10472144,15165,23
H3_interaction,coefficient,exercise:3.health3,-.0193601936082094,.053010505,.71495146,-.12325887,.084538482,15165,23
H3_interaction,coefficient,exercise:0b.sportsArea,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:1.sportsArea,.2320044712009753,.055350896,.000027708998,.12351871,.34049022,15165,23
H3_interaction,coefficient,exercise:ln_gdp_hist,.6173622224812852,.24436936,.011525502,.13840707,1.0963174,15165,23
H3_interaction,coefficient,exercise:urban2000_10,-.1075183812065409,.098352708,.27430955,-.30028614,.085249379,15165,23
H3_interaction,coefficient,exercise:2010b.year,0,0,,0,0,15165,23
H3_interaction,coefficient,exercise:2014.year,.8662738503859611,.19916412,.000013641867,.47591934,1.2566284,15165,23
H3_interaction,coefficient,exercise:_cons,-1.027523437589727,.69937795,.14177957,-2.398279,.34323213,15165,23
H3_interaction,AME_quartiles,edu_c:1bn._at,.0494359996947793,.0080112144,6.7924100e-10,.033734307,.065137692,15165,23
H3_interaction,AME_quartiles,edu_c:2._at,.0481936070642579,.0068630259,2.1838681e-12,.034742322,.061644889,15165,23
H3_interaction,AME_difference,P75_minus_P25,-.0012423926305214,.010347695,.90443194,-.021523504,.019038718,15165,23
