draw,rc,term,estimate,raw_gap,N
30,0,edu,-.006721657671012,-.0176790697250874,12769
30,0,plants,.0051327712940712,-.0176790697250874,12769
30,0,age,.0004579267614005,-.0176790697250874,12769
30,0,gender,.000040598302182,-.0176790697250874,12769
30,0,marriage,.0001663162246948,-.0176790697250874,12769
30,0,ln_income,.0001405967978691,-.0176790697250874,12769
30,0,health,-.0014558633606586,-.0176790697250874,12769
30,0,sportsArea,.0029171893218368,-.0176790697250874,12769
30,0,year14,-.0047084389677642,-.0176790697250874,12769
30,0,rice10,-.0092229784168751,-.0176790697250874,12769
30,0,ln_gdp_hist,.0047530914314115,-.0176790697250874,12769
30,0,urban2000_10,-.002479374844199,-.0176790697250874,12769
30,0,diff,-.0176790697250874,-.0176790697250874,12769
30,0,expl,-.0110143417442814,-.0176790697250874,12769
30,0,pr_0,.1586397376143621,-.0176790697250874,12769
30,0,pr_1,.1763188073394495,-.0176790697250874,12769
31,0,edu,-.010629613698853,-.0538797512745935,21546
31,0,plants,-.0363740362434175,-.0538797512745935,21546
